date_time,value
01/01/1959 00:00:00,hard rock
01/01/2000 00:00:00,hard rock
01/01/2009 00:00:00,hard rock
01/01/1977 00:00:00,hard rock
01/01/1992 00:00:00,hard rock
01/01/2015 00:00:00,hard rock
01/01/1971 00:00:00,hard rock
01/01/2000 00:00:00,hard rock
01/01/2002 00:00:00,hard rock
01/01/2001 00:00:00,hard rock
01/01/2009 00:00:00,hard rock
01/01/2011 00:00:00,hard rock
01/01/1979 00:00:00,hard rock
01/01/2011 00:00:00,hard rock
01/01/1975 00:00:00,hard rock
01/01/1969 00:00:00,hard rock
01/01/1974 00:00:00,hard rock
01/01/1998 00:00:00,hard rock
01/01/1992 00:00:00,hard rock
01/01/1995 00:00:00,hard rock
01/01/2000 00:00:00,hard rock
01/01/2005 00:00:00,hard rock
01/01/2009 00:00:00,hard rock
01/01/1997 00:00:00,hard rock
01/01/1998 00:00:00,hard rock
01/01/2012 00:00:00,hard rock
01/01/2008 00:00:00,hard rock
01/01/2008 00:00:00,hard rock
01/01/2012 00:00:00,hard rock
01/01/2007 00:00:00,hard rock
01/01/1968 00:00:00,hard rock
01/01/1968 00:00:00,hard rock
01/01/1995 00:00:00,hard rock
01/01/1989 00:00:00,hard rock
01/01/1993 00:00:00,hard rock
01/01/1999 00:00:00,hard rock
01/01/2002 00:00:00,hard rock
01/01/1971 00:00:00,hard rock
01/01/1981 00:00:00,hard rock
01/01/2005 00:00:00,hard rock
01/01/2003 00:00:00,hard rock
01/01/1995 00:00:00,hard rock
01/01/1978 00:00:00,hard rock
01/01/1995 00:00:00,hard rock
01/01/1998 00:00:00,hard rock
01/01/1987 00:00:00,hard rock
01/01/1978 00:00:00,hard rock
01/01/2001 00:00:00,hard rock
01/01/1994 00:00:00,hard rock
01/01/2007 00:00:00,hard rock
01/01/2005 00:00:00,hard rock
01/01/2000 00:00:00,hard rock
01/01/2003 00:00:00,hard rock
01/01/2007 00:00:00,hard rock
01/01/2008 00:00:00,hard rock
01/01/2013 00:00:00,hard rock
01/01/2012 00:00:00,hard rock
01/01/2010 00:00:00,hard rock
01/01/2013 00:00:00,hard rock
01/01/1975 00:00:00,hard rock
01/01/2005 00:00:00,hard rock
01/01/1998 00:00:00,hard rock
01/01/2008 00:00:00,hard rock
01/01/2009 00:00:00,hard rock
01/01/2010 00:00:00,hard rock
01/01/2009 00:00:00,hard rock
01/01/2012 00:00:00,hard rock
01/01/2011 00:00:00,hard rock
01/01/2004 00:00:00,hard rock
01/01/2012 00:00:00,hard rock
01/01/2010 00:00:00,hard rock
01/01/2011 00:00:00,hard rock
01/01/2006 00:00:00,hard rock
01/01/2012 00:00:00,hard rock
01/01/2009 00:00:00,hard rock
01/01/2008 00:00:00,hard rock
01/01/2012 00:00:00,hard rock
01/01/1969 00:00:00,hard rock
01/01/1966 00:00:00,hard rock
01/01/1968 00:00:00,hard rock
01/01/2001 00:00:00,hard rock
01/01/2006 00:00:00,hard rock
01/01/2009 00:00:00,hard rock
01/01/2012 00:00:00,hard rock
01/01/1990 00:00:00,hard rock
01/01/1969 00:00:00,hard rock
01/01/2005 00:00:00,hard rock
01/01/2011 00:00:00,hard rock
01/01/2006 00:00:00,hard rock
01/01/2014 00:00:00,hard rock
01/01/1974 00:00:00,hard rock
01/01/1976 00:00:00,hard rock
01/01/1964 00:00:00,hard rock
01/01/1965 00:00:00,hard rock
01/01/1990 00:00:00,hard rock
01/01/1994 00:00:00,hard rock
01/01/1984 00:00:00,hard rock
01/01/1992 00:00:00,hard rock
01/01/1964 00:00:00,hard rock
01/01/1960 00:00:00,hard rock
01/01/1968 00:00:00,hard rock
01/01/1960 00:00:00,hard rock
01/01/1981 00:00:00,hard rock
01/01/1999 00:00:00,hard rock
01/01/1996 00:00:00,hard rock
01/01/1999 00:00:00,hard rock
01/01/1986 00:00:00,hard rock
01/01/1970 00:00:00,hard rock
01/01/2001 00:00:00,hard rock
01/01/1999 00:00:00,hard rock
01/01/1999 00:00:00,hard rock
01/01/2009 00:00:00,hard rock
01/01/2015 00:00:00,hard rock
01/01/1954 00:00:00,hard rock
01/01/1984 00:00:00,hard rock
01/01/1961 00:00:00,hard rock
01/01/1967 00:00:00,hard rock
01/01/2003 00:00:00,hard rock
01/01/1999 00:00:00,hard rock
01/01/2006 00:00:00,hard rock
01/01/2011 00:00:00,hard rock
01/01/1975 00:00:00,hard rock
01/01/1968 00:00:00,hard rock
01/01/1984 00:00:00,hard rock
01/01/1994 00:00:00,hard rock
01/01/1998 00:00:00,hard rock
01/01/2009 00:00:00,hard rock
01/01/2002 00:00:00,hard rock
01/01/2015 00:00:00,hard rock
01/01/1963 00:00:00,hard rock
01/01/1992 00:00:00,hard rock
01/01/1985 00:00:00,hard rock
01/01/1996 00:00:00,hard rock
01/01/1986 00:00:00,hard rock
01/01/2011 00:00:00,hard rock
01/01/2010 00:00:00,hard rock
01/01/1997 00:00:00,hard rock
01/01/2007 00:00:00,hard rock
01/01/1976 00:00:00,hard rock
01/01/2010 00:00:00,hard rock
01/01/2011 00:00:00,hard rock
01/01/2010 00:00:00,hard rock
01/01/2004 00:00:00,hard rock
01/01/2008 00:00:00,hard rock
01/01/1998 00:00:00,hard rock
01/01/1995 00:00:00,hard rock
01/01/1990 00:00:00,hard rock
01/01/1997 00:00:00,hard rock
01/01/2002 00:00:00,hard rock
01/01/1988 00:00:00,hard rock
01/01/1996 00:00:00,hard rock
01/01/2001 00:00:00,hard rock
01/01/2000 00:00:00,hard rock
01/01/1987 00:00:00,hard rock
01/01/1993 00:00:00,hard rock
01/01/1996 00:00:00,hard rock
01/01/2002 00:00:00,hard rock
01/01/2008 00:00:00,hard rock
01/01/2014 00:00:00,hard rock
01/01/1992 00:00:00,hard rock
01/01/1994 00:00:00,hard rock
01/01/1997 00:00:00,hard rock
01/01/1994 00:00:00,hard rock
01/01/1994 00:00:00,hard rock
01/01/1993 00:00:00,hard rock
01/01/2002 00:00:00,hard rock
01/01/1995 00:00:00,hard rock
01/01/1997 00:00:00,hard rock
01/01/1993 00:00:00,hard rock
01/01/2001 00:00:00,hard rock
01/01/1990 00:00:00,hard rock
01/01/2005 00:00:00,hard rock
01/01/2001 00:00:00,hard rock
01/01/2008 00:00:00,hard rock
01/01/1999 00:00:00,hard rock
01/01/2003 00:00:00,hard rock
01/01/2009 00:00:00,hard rock
01/01/2012 00:00:00,hard rock
01/01/2011 00:00:00,hard rock
01/01/2010 00:00:00,hard rock
01/01/2013 00:00:00,hard rock
01/01/2010 00:00:00,hard rock
01/01/1987 00:00:00,hard rock
01/01/1990 00:00:00,hard rock
01/01/1998 00:00:00,hard rock
01/01/2005 00:00:00,hard rock
01/01/2014 00:00:00,hard rock
01/01/1997 00:00:00,hard rock
01/01/1999 00:00:00,hard rock
01/01/2000 00:00:00,hard rock
01/01/2000 00:00:00,hard rock
01/01/2002 00:00:00,hard rock
01/01/2002 00:00:00,hard rock
01/01/2012 00:00:00,hard rock
01/01/1988 00:00:00,hard rock
01/01/1998 00:00:00,hard rock
01/01/1997 00:00:00,hard rock
01/01/1998 00:00:00,hard rock
01/01/1996 00:00:00,hard rock
01/01/1991 00:00:00,hard rock
01/01/2003 00:00:00,hard rock
01/01/2000 00:00:00,hard rock
01/01/2005 00:00:00,hard rock
01/01/2005 00:00:00,hard rock
01/01/2009 00:00:00,hard rock
01/01/2010 00:00:00,hard rock
01/01/2013 00:00:00,hard rock
01/01/1997 00:00:00,hard rock
01/01/2009 00:00:00,hard rock
01/01/1990 00:00:00,hard rock
01/01/2000 00:00:00,hard rock
01/01/2000 00:00:00,hard rock
01/01/1997 00:00:00,hard rock
01/01/1992 00:00:00,hard rock
01/01/1991 00:00:00,hard rock
01/01/1996 00:00:00,hard rock
01/01/1986 00:00:00,hard rock
01/01/2007 00:00:00,hard rock
01/01/2005 00:00:00,hard rock
01/01/2003 00:00:00,hard rock
01/01/2001 00:00:00,hard rock
01/01/2007 00:00:00,heavy metal
01/01/2011 00:00:00,heavy metal
01/01/2003 00:00:00,heavy metal
01/01/2011 00:00:00,heavy metal
01/01/2011 00:00:00,heavy metal
01/01/1993 00:00:00,heavy metal
01/01/2001 00:00:00,heavy metal
01/01/1996 00:00:00,heavy metal
01/01/1995 00:00:00,heavy metal
01/01/1986 00:00:00,heavy metal
01/01/1987 00:00:00,heavy metal
01/01/1997 00:00:00,heavy metal
01/01/1998 00:00:00,heavy metal
01/01/2000 00:00:00,heavy metal
01/01/2008 00:00:00,heavy metal
01/01/2005 00:00:00,heavy metal
01/01/2005 00:00:00,heavy metal
01/01/2000 00:00:00,heavy metal
01/01/1982 00:00:00,heavy metal
01/01/2005 00:00:00,heavy metal
01/01/1992 00:00:00,heavy metal
01/01/2003 00:00:00,heavy metal
01/01/2013 00:00:00,heavy metal
01/01/1996 00:00:00,heavy metal
01/01/2000 00:00:00,heavy metal
01/01/2005 00:00:00,heavy metal
01/01/2013 00:00:00,heavy metal
01/01/2011 00:00:00,heavy metal
01/01/1998 00:00:00,heavy metal
01/01/1997 00:00:00,heavy metal
01/01/2000 00:00:00,heavy metal
01/01/1993 00:00:00,heavy metal
01/01/2004 00:00:00,heavy metal
01/01/2000 00:00:00,heavy metal
01/01/2002 00:00:00,heavy metal
01/01/1989 00:00:00,heavy metal
01/01/1985 00:00:00,heavy metal
01/01/1992 00:00:00,heavy metal
01/01/2011 00:00:00,heavy metal
01/01/2004 00:00:00,heavy metal
01/01/1999 00:00:00,heavy metal
01/01/2016 00:00:00,heavy metal
01/01/1963 00:00:00,heavy metal
01/01/2009 00:00:00,heavy metal
01/01/2011 00:00:00,heavy metal
01/01/1969 00:00:00,heavy metal
01/01/1969 00:00:00,heavy metal
01/01/1969 00:00:00,heavy metal
01/01/2000 00:00:00,heavy metal
01/01/2001 00:00:00,heavy metal
01/01/2004 00:00:00,heavy metal
01/01/1977 00:00:00,heavy metal
01/01/1983 00:00:00,heavy metal
01/01/1981 00:00:00,heavy metal
01/01/1993 00:00:00,heavy metal
01/01/1995 00:00:00,heavy metal
01/01/1991 00:00:00,heavy metal
01/01/1992 00:00:00,heavy metal
01/01/1994 00:00:00,heavy metal
01/01/1996 00:00:00,heavy metal
01/01/1997 00:00:00,heavy metal
01/01/1982 00:00:00,heavy metal
01/01/1997 00:00:00,heavy metal
01/01/1997 00:00:00,heavy metal
01/01/1990 00:00:00,heavy metal
01/01/2003 00:00:00,heavy metal
01/01/2003 00:00:00,heavy metal
01/01/1998 00:00:00,heavy metal
01/01/1998 00:00:00,heavy metal
01/01/2010 00:00:00,heavy metal
01/01/2003 00:00:00,heavy metal
01/01/1990 00:00:00,heavy metal
01/01/2003 00:00:00,heavy metal
01/01/2003 00:00:00,heavy metal
01/01/1989 00:00:00,heavy metal
01/01/1992 00:00:00,heavy metal
01/01/1995 00:00:00,heavy metal
01/01/1985 00:00:00,heavy metal
01/01/1995 00:00:00,heavy metal
01/01/1985 00:00:00,heavy metal
01/01/1998 00:00:00,heavy metal
01/01/1999 00:00:00,heavy metal
01/01/1999 00:00:00,heavy metal
01/01/1997 00:00:00,heavy metal
01/01/1998 00:00:00,heavy metal
01/01/1998 00:00:00,heavy metal
01/01/1995 00:00:00,heavy metal
01/01/1997 00:00:00,heavy metal
01/01/2005 00:00:00,heavy metal
01/01/2000 00:00:00,heavy metal
01/01/1997 00:00:00,heavy metal
01/01/1998 00:00:00,heavy metal
01/01/1999 00:00:00,heavy metal
01/01/1999 00:00:00,heavy metal
01/01/1999 00:00:00,heavy metal
01/01/2006 00:00:00,heavy metal
01/01/1995 00:00:00,heavy metal
01/01/2005 00:00:00,heavy metal
01/01/2004 00:00:00,heavy metal
01/01/2010 00:00:00,heavy metal
01/01/2003 00:00:00,heavy metal
01/01/2004 00:00:00,heavy metal
01/01/1994 00:00:00,heavy metal
01/01/2010 00:00:00,heavy metal
01/01/1988 00:00:00,heavy metal
01/01/1994 00:00:00,heavy metal
01/01/2001 00:00:00,heavy metal
01/01/1983 00:00:00,heavy metal
01/01/1992 00:00:00,heavy metal
01/01/1987 00:00:00,heavy metal
01/01/1989 00:00:00,heavy metal
01/01/1991 00:00:00,heavy metal
01/01/1987 00:00:00,heavy metal
01/01/1996 00:00:00,heavy metal
01/01/1998 00:00:00,heavy metal
01/01/1997 00:00:00,heavy metal
01/01/1998 00:00:00,heavy metal
01/01/1995 00:00:00,heavy metal
01/01/1999 00:00:00,heavy metal
01/01/1979 00:00:00,heavy metal
01/01/2001 00:00:00,heavy metal
01/01/2006 00:00:00,heavy metal
01/01/1996 00:00:00,heavy metal
01/01/2007 00:00:00,heavy metal
01/01/1999 00:00:00,heavy metal
01/01/2004 00:00:00,heavy metal
01/01/2010 00:00:00,heavy metal
01/01/2001 00:00:00,heavy metal
01/01/2007 00:00:00,heavy metal
01/01/1996 00:00:00,heavy metal
01/01/1995 00:00:00,heavy metal
01/01/1991 00:00:00,heavy metal
01/01/1995 00:00:00,heavy metal
01/01/1997 00:00:00,heavy metal
01/01/1995 00:00:00,heavy metal
01/01/2001 00:00:00,heavy metal
01/01/2003 00:00:00,heavy metal
01/01/2006 00:00:00,heavy metal
01/01/2005 00:00:00,heavy metal
01/01/2010 00:00:00,heavy metal
01/01/2001 00:00:00,heavy metal
01/01/2010 00:00:00,heavy metal
01/01/2006 00:00:00,heavy metal
01/01/1979 00:00:00,heavy metal
01/01/1976 00:00:00,heavy metal
01/01/1987 00:00:00,heavy metal
01/01/1995 00:00:00,heavy metal
01/01/1991 00:00:00,heavy metal
01/01/1979 00:00:00,heavy metal
01/01/1997 00:00:00,heavy metal
01/01/1997 00:00:00,heavy metal
01/01/1995 00:00:00,heavy metal
01/01/2000 00:00:00,heavy metal
01/01/2005 00:00:00,heavy metal
01/01/2003 00:00:00,heavy metal
01/01/1986 00:00:00,heavy metal
01/01/2008 00:00:00,heavy metal
01/01/1979 00:00:00,heavy metal
01/01/1979 00:00:00,heavy metal
01/01/1989 00:00:00,heavy metal
01/01/1994 00:00:00,heavy metal
01/01/1977 00:00:00,heavy metal
01/01/2010 00:00:00,heavy metal
01/01/1999 00:00:00,heavy metal
01/01/2000 00:00:00,heavy metal
01/01/2010 00:00:00,heavy metal
01/01/1990 00:00:00,heavy metal
01/01/2001 00:00:00,heavy metal
01/01/1971 00:00:00,heavy metal
01/01/2005 00:00:00,heavy metal
01/01/1969 00:00:00,heavy metal
01/01/1968 00:00:00,heavy metal
01/01/1970 00:00:00,heavy metal
01/01/1968 00:00:00,heavy metal
01/01/1972 00:00:00,heavy metal
01/01/1971 00:00:00,heavy metal
01/01/2004 00:00:00,heavy metal
01/01/1969 00:00:00,heavy metal
01/01/2007 00:00:00,heavy metal
01/01/1984 00:00:00,heavy metal
01/01/1985 00:00:00,heavy metal
01/01/1985 00:00:00,heavy metal
01/01/1972 00:00:00,heavy metal
01/01/1981 00:00:00,heavy metal
01/01/1968 00:00:00,heavy metal
01/01/1997 00:00:00,heavy metal
01/01/1980 00:00:00,heavy metal
01/01/2000 00:00:00,heavy metal
01/01/2010 00:00:00,heavy metal
01/01/1972 00:00:00,heavy metal
01/01/2004 00:00:00,heavy metal
01/01/1965 00:00:00,heavy metal
01/01/1975 00:00:00,heavy metal
01/01/1982 00:00:00,heavy metal
01/01/1969 00:00:00,heavy metal
01/01/1996 00:00:00,heavy metal
01/01/1986 00:00:00,heavy metal
01/01/1987 00:00:00,heavy metal
01/01/1987 00:00:00,heavy metal
01/01/2003 00:00:00,heavy metal
01/01/1990 00:00:00,heavy metal
01/01/1985 00:00:00,heavy metal
01/01/1984 00:00:00,heavy metal
01/01/1995 00:00:00,heavy metal
01/01/1983 00:00:00,heavy metal
01/01/2002 00:00:00,heavy metal
01/01/1971 00:00:00,heavy metal
01/01/2004 00:00:00,heavy metal
01/01/2001 00:00:00,heavy metal
01/01/1996 00:00:00,heavy metal
01/01/1976 00:00:00,heavy metal
01/01/1977 00:00:00,heavy metal
01/01/1999 00:00:00,heavy metal
01/01/1991 00:00:00,heavy metal
01/01/2004 00:00:00,heavy metal
01/01/2000 00:00:00,heavy metal
01/01/1977 00:00:00,heavy metal
01/01/1999 00:00:00,heavy metal
01/01/2007 00:00:00,heavy metal
01/01/2004 00:00:00,heavy metal
01/01/2009 00:00:00,heavy metal
01/01/2008 00:00:00,heavy metal
01/01/1968 00:00:00,heavy metal
01/01/2009 00:00:00,heavy metal
01/01/2010 00:00:00,heavy metal
01/01/2009 00:00:00,heavy metal
01/01/1993 00:00:00,heavy metal
01/01/2012 00:00:00,heavy metal
01/01/2012 00:00:00,heavy metal
01/01/1988 00:00:00,heavy metal
01/01/1990 00:00:00,heavy metal
01/01/2013 00:00:00,heavy metal
01/01/1981 00:00:00,heavy metal
01/01/1974 00:00:00,heavy metal
01/01/1995 00:00:00,heavy metal
01/01/1995 00:00:00,heavy metal
01/01/1988 00:00:00,heavy metal
01/01/1989 00:00:00,heavy metal
01/01/1988 00:00:00,heavy metal
01/01/1974 00:00:00,heavy metal
01/01/1989 00:00:00,heavy metal
01/01/1976 00:00:00,heavy metal
01/01/1981 00:00:00,heavy metal
01/01/1966 00:00:00,heavy metal
01/01/1976 00:00:00,heavy metal
01/01/1983 00:00:00,heavy metal
01/01/1978 00:00:00,heavy metal
01/01/1989 00:00:00,heavy metal
01/01/1986 00:00:00,heavy metal
01/01/1991 00:00:00,heavy metal
01/01/1997 00:00:00,heavy metal
01/01/1999 00:00:00,heavy metal
01/01/2000 00:00:00,heavy metal
01/01/1982 00:00:00,heavy metal
01/01/1972 00:00:00,heavy metal
01/01/1964 00:00:00,heavy metal
01/01/1979 00:00:00,heavy metal
01/01/2002 00:00:00,heavy metal
01/01/1997 00:00:00,heavy metal
01/01/1996 00:00:00,heavy metal
01/01/1996 00:00:00,heavy metal
01/01/1982 00:00:00,heavy metal
01/01/1980 00:00:00,heavy metal
01/01/1999 00:00:00,heavy metal
01/01/1974 00:00:00,heavy metal
01/01/1966 00:00:00,heavy metal
01/01/1997 00:00:00,heavy metal
01/01/1988 00:00:00,heavy metal
01/01/1971 00:00:00,heavy metal
01/01/1968 00:00:00,heavy metal
01/01/2003 00:00:00,heavy metal
01/01/2000 00:00:00,heavy metal
01/01/1970 00:00:00,heavy metal
01/01/1988 00:00:00,heavy metal
01/01/1987 00:00:00,heavy metal
01/01/1980 00:00:00,heavy metal
01/01/1977 00:00:00,heavy metal
01/01/1999 00:00:00,heavy metal
01/01/2002 00:00:00,heavy metal
01/01/2008 00:00:00,heavy metal
01/01/2004 00:00:00,heavy metal
01/01/2004 00:00:00,heavy metal
01/01/1969 00:00:00,heavy metal
01/01/2008 00:00:00,heavy metal
01/01/2001 00:00:00,heavy metal
01/01/2008 00:00:00,heavy metal
01/01/2008 00:00:00,heavy metal
01/01/2006 00:00:00,heavy metal
01/01/2006 00:00:00,heavy metal
01/01/2004 00:00:00,heavy metal
01/01/2005 00:00:00,heavy metal
01/01/2013 00:00:00,heavy metal
01/01/1989 00:00:00,heavy metal
01/01/2012 00:00:00,heavy metal
01/01/2014 00:00:00,heavy metal
01/01/2011 00:00:00,heavy metal
01/01/2002 00:00:00,heavy metal
01/01/1981 00:00:00,heavy metal
01/01/1997 00:00:00,heavy metal
01/01/1996 00:00:00,heavy metal
01/01/1972 00:00:00,heavy metal
01/01/1987 00:00:00,heavy metal
01/01/1967 00:00:00,heavy metal
01/01/1979 00:00:00,heavy metal
01/01/1992 00:00:00,indie rock
01/01/1999 00:00:00,indie rock
01/01/2004 00:00:00,indie rock
01/01/1980 00:00:00,indie rock
01/01/1971 00:00:00,indie rock
01/01/2005 00:00:00,indie rock
01/01/2006 00:00:00,indie rock
01/01/2006 00:00:00,indie rock
01/01/2012 00:00:00,indie rock
01/01/1994 00:00:00,indie rock
01/01/1992 00:00:00,indie rock
01/01/1987 00:00:00,indie rock
01/01/1974 00:00:00,indie rock
01/01/1988 00:00:00,indie rock
01/01/1983 00:00:00,indie rock
01/01/1994 00:00:00,indie rock
01/01/1987 00:00:00,indie rock
01/01/1973 00:00:00,indie rock
01/01/1981 00:00:00,indie rock
01/01/1990 00:00:00,indie rock
01/01/1992 00:00:00,indie rock
01/01/1973 00:00:00,indie rock
01/01/1995 00:00:00,indie rock
01/01/1973 00:00:00,indie rock
01/01/1987 00:00:00,indie rock
01/01/1986 00:00:00,indie rock
01/01/1997 00:00:00,indie rock
01/01/1986 00:00:00,indie rock
01/01/1970 00:00:00,indie rock
01/01/1997 00:00:00,indie rock
01/01/1983 00:00:00,indie rock
01/01/2001 00:00:00,indie rock
01/01/1998 00:00:00,indie rock
01/01/1994 00:00:00,indie rock
01/01/1969 00:00:00,indie rock
01/01/1994 00:00:00,indie rock
01/01/2001 00:00:00,indie rock
01/01/1967 00:00:00,indie rock
01/01/1983 00:00:00,indie rock
01/01/1999 00:00:00,indie rock
01/01/1977 00:00:00,indie rock
01/01/2005 00:00:00,indie rock
01/01/2007 00:00:00,indie rock
01/01/2008 00:00:00,indie rock
01/01/1993 00:00:00,indie rock
01/01/2007 00:00:00,indie rock
01/01/2006 00:00:00,indie rock
01/01/2009 00:00:00,indie rock
01/01/2006 00:00:00,indie rock
01/01/2008 00:00:00,indie rock
01/01/2010 00:00:00,indie rock
01/01/2010 00:00:00,indie rock
01/01/2007 00:00:00,indie rock
01/01/2010 00:00:00,indie rock
01/01/2007 00:00:00,indie rock
01/01/2012 00:00:00,indie rock
01/01/2011 00:00:00,indie rock
01/01/2011 00:00:00,indie rock
01/01/1982 00:00:00,indie rock
01/01/2007 00:00:00,indie rock
01/01/2010 00:00:00,indie rock
01/01/2007 00:00:00,indie rock
01/01/2012 00:00:00,indie rock
01/01/2015 00:00:00,indie rock
01/01/2013 00:00:00,indie rock
01/01/2011 00:00:00,indie rock
01/01/1979 00:00:00,indie rock
01/01/1968 00:00:00,indie rock
01/01/1972 00:00:00,indie rock
01/01/1994 00:00:00,indie rock
01/01/1980 00:00:00,indie rock
01/01/1986 00:00:00,indie rock
01/01/1989 00:00:00,indie rock
01/01/1990 00:00:00,indie rock
01/01/1993 00:00:00,indie rock
01/01/1967 00:00:00,indie rock
01/01/1994 00:00:00,indie rock
01/01/1991 00:00:00,indie rock
01/01/1983 00:00:00,indie rock
01/01/1982 00:00:00,indie rock
01/01/1987 00:00:00,indie rock
01/01/1997 00:00:00,indie rock
01/01/1989 00:00:00,indie rock
01/01/1977 00:00:00,indie rock
01/01/1995 00:00:00,indie rock
01/01/1962 00:00:00,indie rock
01/01/1969 00:00:00,indie rock
01/01/1969 00:00:00,indie rock
01/01/1997 00:00:00,indie rock
01/01/2000 00:00:00,indie rock
01/01/1976 00:00:00,indie rock
01/01/1988 00:00:00,indie rock
01/01/1967 00:00:00,indie rock
01/01/1968 00:00:00,indie rock
01/01/2000 00:00:00,indie rock
01/01/1976 00:00:00,indie rock
01/01/1984 00:00:00,indie rock
01/01/1984 00:00:00,indie rock
01/01/1998 00:00:00,indie rock
01/01/2000 00:00:00,indie rock
01/01/1998 00:00:00,indie rock
01/01/1984 00:00:00,indie rock
01/01/2003 00:00:00,indie rock
01/01/1969 00:00:00,indie rock
01/01/2007 00:00:00,indie rock
01/01/2005 00:00:00,indie rock
01/01/2005 00:00:00,indie rock
01/01/1998 00:00:00,indie rock
01/01/1986 00:00:00,indie rock
01/01/2003 00:00:00,indie rock
01/01/2007 00:00:00,indie rock
01/01/2009 00:00:00,indie rock
01/01/2008 00:00:00,indie rock
01/01/2009 00:00:00,indie rock
01/01/1999 00:00:00,indie rock
01/01/2006 00:00:00,indie rock
01/01/2006 00:00:00,indie rock
01/01/2010 00:00:00,indie rock
01/01/2011 00:00:00,indie rock
01/01/1999 00:00:00,indie rock
01/01/2013 00:00:00,indie rock
01/01/2010 00:00:00,indie rock
01/01/2007 00:00:00,indie rock
01/01/2009 00:00:00,indie rock
01/01/2012 00:00:00,indie rock
01/01/2012 00:00:00,indie rock
01/01/2011 00:00:00,indie rock
01/01/2010 00:00:00,indie rock
01/01/2011 00:00:00,indie rock
01/01/2012 00:00:00,indie rock
01/01/2008 00:00:00,indie rock
01/01/2000 00:00:00,indie rock
01/01/1984 00:00:00,indie rock
01/01/1969 00:00:00,indie rock
01/01/1983 00:00:00,indie rock
01/01/1996 00:00:00,indie rock
01/01/1964 00:00:00,indie rock
01/01/1970 00:00:00,indie rock
01/01/1996 00:00:00,indie rock
01/01/1996 00:00:00,indie rock
01/01/1989 00:00:00,indie rock
01/01/1997 00:00:00,indie rock
01/01/2000 00:00:00,indie rock
01/01/2001 00:00:00,indie rock
01/01/1999 00:00:00,indie rock
01/01/2008 00:00:00,indie rock
01/01/2010 00:00:00,indie rock
01/01/2011 00:00:00,indie rock
01/01/2004 00:00:00,indie rock
01/01/2012 00:00:00,indie rock
01/01/2013 00:00:00,indie rock
01/01/2014 00:00:00,indie rock
01/01/2012 00:00:00,indie rock
01/01/2013 00:00:00,indie rock
01/01/2014 00:00:00,indie rock
01/01/2011 00:00:00,indie rock
01/01/2014 00:00:00,indie rock
01/01/2011 00:00:00,indie rock
01/01/2011 00:00:00,indie rock
01/01/1999 00:00:00,indie rock
01/01/2009 00:00:00,indie rock
01/01/1999 00:00:00,indie rock
01/01/2004 00:00:00,indie rock
01/01/1994 00:00:00,indie rock
01/01/2013 00:00:00,indie rock
01/01/2007 00:00:00,indie rock
01/01/1990 00:00:00,indie rock
01/01/2003 00:00:00,indie rock
01/01/2010 00:00:00,indie rock
01/01/1981 00:00:00,indie rock
01/01/1985 00:00:00,indie rock
01/01/1980 00:00:00,indie rock
01/01/1979 00:00:00,indie rock
01/01/1999 00:00:00,indie rock
01/01/1988 00:00:00,indie rock
01/01/1987 00:00:00,indie rock
01/01/1984 00:00:00,indie rock
01/01/2001 00:00:00,indie rock
01/01/1979 00:00:00,indie rock
01/01/1984 00:00:00,indie rock
01/01/1981 00:00:00,indie rock
01/01/1987 00:00:00,indie rock
01/01/1996 00:00:00,indie rock
01/01/1988 00:00:00,indie rock
01/01/2002 00:00:00,indie rock
01/01/1988 00:00:00,indie rock
01/01/1990 00:00:00,indie rock
01/01/1998 00:00:00,indie rock
01/01/1979 00:00:00,indie rock
01/01/1991 00:00:00,indie rock
01/01/1988 00:00:00,indie rock
01/01/2001 00:00:00,indie rock
01/01/2005 00:00:00,indie rock
01/01/1996 00:00:00,indie rock
01/01/1981 00:00:00,indie rock
01/01/1974 00:00:00,indie rock
01/01/2002 00:00:00,indie rock
01/01/2002 00:00:00,indie rock
01/01/2000 00:00:00,indie rock
01/01/1998 00:00:00,indie rock
01/01/1988 00:00:00,indie rock
01/01/1976 00:00:00,indie rock
01/01/2001 00:00:00,indie rock
01/01/1996 00:00:00,indie rock
01/01/1998 00:00:00,indie rock
01/01/1983 00:00:00,indie rock
01/01/2004 00:00:00,indie rock
01/01/1980 00:00:00,indie rock
01/01/2005 00:00:00,indie rock
01/01/2002 00:00:00,indie rock
01/01/1977 00:00:00,indie rock
01/01/2003 00:00:00,indie rock
01/01/1992 00:00:00,indie rock
01/01/1998 00:00:00,indie rock
01/01/2006 00:00:00,indie rock
01/01/2002 00:00:00,indie rock
01/01/1997 00:00:00,indie rock
01/01/2004 00:00:00,indie rock
01/01/2006 00:00:00,indie rock
01/01/1979 00:00:00,indie rock
01/01/1990 00:00:00,indie rock
01/01/2004 00:00:00,indie rock
01/01/1996 00:00:00,indie rock
01/01/1991 00:00:00,indie rock
01/01/2005 00:00:00,indie rock
01/01/2009 00:00:00,indie rock
01/01/2008 00:00:00,indie rock
01/01/1999 00:00:00,indie rock
01/01/2006 00:00:00,indie rock
01/01/2008 00:00:00,indie rock
01/01/2008 00:00:00,indie rock
01/01/2008 00:00:00,indie rock
01/01/2010 00:00:00,indie rock
01/01/2008 00:00:00,indie rock
01/01/2009 00:00:00,indie rock
